,ADA-USD,AVAX-USD,BCH-USD,BNB-USD,BTC-USD,CRO-USD,DOGE-USD,ETH-USD,HBAR-USD,LEO-USD,LINK-USD,LTC-USD,PYUSD-USD,RAIN-USD,SHIB-USD,SOL-USD,TON-USD,TRX-USD,WBT-USD,XLM-USD,XMR-USD,XRP-USD,ZEC-USD
2025-07-01 01:00:00+00:00,-0.00042480574778049464,-0.0010887442430477872,0.027528990110349476,2.5964478369489292e-05,-0.0011146307102896523,-0.004850236809597109,-0.0010062759452124808,-0.0012337469632306924,0.0047294719120119745,0.0009482195751426766,-0.0020429114198146324,0.003044388565488895,-0.00011031412644397992,-0.08839802509848194,0.001394269607853702,-0.0008241831236618852,-0.012250616675679858,-6.34824468052359e-05,-0.00041736449962908413,-0.0009228016124348901,-0.006105526511105459,-0.0028928094335666176,-0.003010939979154018
2025-07-01 02:00:00+00:00,-0.010649552055585697,-0.00810631501619628,-0.0007782500308625511,-0.0014820738026791122,-0.0010761332047403143,0.0005899747341283777,-0.005695131971145158,-0.002286304955360519,-0.0006856765721820075,0.0018437524352330511,-0.005453905779835498,-0.003563774253524335,1.2820915337799938e-05,-0.23388121458228467,-0.004130202148298625,-0.007705244714062326,-0.04173816003224443,-0.0003355865962626377,6.891409096529913e-05,-0.0011106668973627823,0.0004875570738923558,-0.0024013314109140667,0.002252284531457906
2025-07-01 03:00:00+00:00,0.004040833748957823,0.0018329146032093047,0.0064782766765521076,-0.002007374990535031,0.0009317540447106149,-0.0012196096345060828,0.003354780747929762,0.0009643409268368422,0.004942102057935261,-0.0021356023831643803,0.004895065680393507,0.005317521032291908,-0.0001316756437206315,-0.00016727536351699327,0.0011594069292845614,0.003619217694011321,-0.011060589227506743,0.0004952436630219654,9.305226515299621e-05,0.002376956426693888,-0.0030046038497739203,0.003988609367796421,0.0030660294301119374
2025-07-01 04:00:00+00:00,-0.005568307886588587,-0.012337947533103017,-0.003046120949975888,-0.003865447503634188,-0.0027747126560348067,-0.002424263994456796,-0.007968380101690807,-0.00784528726785348,-0.006898263893842178,-0.0007725163621866329,-0.007871822044154484,-0.005932083234107314,0.0002963054418532991,7.380556609839443e-05,-0.005756609066217007,-0.007939948325582912,0.014914663179341247,-0.0015001198379150055,-0.001201323198849783,-0.008285648852441494,-0.007314560313523124,-0.005653208658975715,-0.012915771758077335
2025-07-01 05:00:00+00:00,-0.003838126283867894,-0.004850738482081112,0.0017606256564013734,-0.0012670237245955267,0.0002619332676798693,0.00029995598003276216,-0.004222008046465644,-0.002646460998415548,-0.003627719886933513,-5.4767077263442896e-05,0.0005120174606366587,-0.0015021589371321067,8.943254868985734e-06,-4.939180852725086e-05,-0.002625007017039401,-0.007924022450097134,0.013055610224853942,-0.003339347883878109,0.0001526740475278174,0.0005101002862680636,0.005608841655836834,-0.001085586353222592,-0.000687301211305391
2025-07-01 06:00:00+00:00,-0.0015541308311938502,0.005269740176847713,0.0008790353104600906,0.0016827212574429245,-0.0005021599411118191,-0.0011087036771242913,0.0008179417084880087,-5.744999136111536e-05,-0.0008613426987218377,-0.00010765075163029186,-6.654095096397592e-05,0.0008518373968857135,1.8005510521379702e-05,0.0006263451699024367,0.0013905679051720667,-0.0008033866204278394,-0.014108897823843976,0.0005462806034526151,-0.0017312702101746464,-0.0027186001234038104,0.000489810413501102,-0.00016165148169038936,-0.0044824454733174155
2025-07-01 07:00:00+00:00,0.008567769999621359,0.003320862333170139,0.004627078317378442,0.0007912249030061097,0.002443920237279426,0.0029835389586717162,-0.0022130588789487683,0.0021910796790998517,0.00235454176386897,0.0005883633505651465,0.0016075073628230012,0.007025776779795198,-0.0001487638605420786,0.18344138324047624,0.0014185124879754422,-0.007260586413604069,0.004969643819048408,0.0017235446953987133,-0.0164422178097622,0.008115876910747865,0.01014747611678771,0.001439881351041592,0.0001583606801127192
2025-07-01 08:00:00+00:00,-0.00914358707652268,-0.005381026384129476,-0.007961248971517013,-0.00250425099906779,-0.004106923537234026,-0.0003779733013420031,-0.010196119772345962,-0.004927792680525137,-0.009898174809696729,-0.004391530818765667,-0.004549690418581903,-0.004853870482702491,9.307689472973728e-05,-0.07348692077230898,-0.008337302160397882,-0.007246694674620888,1.877082416015631,-0.0009768235937372327,-0.017099412087179376,-0.00668568989492452,-0.017712024763887065,-0.006914183267531094,-0.004928609843295749
2025-07-01 09:00:00+00:00,0.000985490111021251,0.004088943037799557,0.0007670164401568691,0.000769589303489569,-0.0014267982180776791,-0.0034349820796321534,0.002597551627250766,0.001493238376560237,0.001990231915964855,-7.250444990007304e-05,0.0003443499040093975,-0.0036724676805986816,-0.00014728133295362808,5.423099656294402e-05,-0.0007565671990369877,0.0009003475794234254,-0.0049416538662385295,0.0005806114619212296,0.02839610067273587,0.0007778717724541608,-0.0001412034571257547,-0.001530627313653385,-0.00020882905830185694
2025-07-01 10:00:00+00:00,-0.000490398837531193,-0.0022563081892544366,-0.00496770114688162,0.00024923453028115143,-0.001053312728207703,0.0009474516114602897,0.0009864008909545236,-0.0004387224770156588,-0.00030904447021317907,-0.003102347692705849,6.627989887943518e-05,-0.003612022684166246,3.08891378729068e-05,0.004213664208845148,0.002734234994355186,-0.0020182454912898097,0.00019585822077543752,-0.0004640133584051869,0.004310846148004417,0.00579657065235851,0.0019735981951355696,-0.0015310249139206113,-0.005153503065881262
2025-07-01 11:00:00+00:00,-0.0049000136380776774,-0.006651197742435745,0.0028199280739414027,-0.0013858284659559602,0.0012768421874627595,-0.0013744223201292798,-0.003361238996482083,-0.0031241157865172075,-0.00435690079462186,0.0011285673779386357,-0.0035486004979653875,0.000533754218770936,-3.0412078296385545e-05,-2.378365454258427e-05,-0.0018582238708481653,-0.0010069112409141995,-0.0006688644851231826,-0.0012667420464032638,0.0024789964467160945,-0.002263213428308162,-0.0028171036738032177,-0.002105088129610838,0.004419575562440288
2025-07-01 12:00:00+00:00,-0.012881290976328348,-0.002544216021373544,-0.008968739553216282,-0.001611155365936016,-0.001391972281477481,-0.0016955011780102661,-0.0055870541903344255,-0.004505875339311402,-0.009499369393859043,-0.003782317504926427,-0.004362930814743962,-0.005305178273762175,1.2820890872572902e-05,0.0001236435952236832,-0.004280122341963777,-0.0028896985485602797,-1.794481119882513,0.0003274792392613171,0.0017106538519682342,-0.005008430218951825,0.009370917392322828,0.00031686474051443426,-0.00524129252849368
2025-07-01 13:00:00+00:00,-0.0025799415650136727,-0.0003429581232944576,-0.00030263090153849085,0.00018620446156394669,0.003575679894818585,0.002351127917389731,-0.0008786334631245003,0.002704003104625584,0.007196069078093445,-0.0069644448177770555,0.002185154681699192,0.004686656563656763,0.00011490362314730698,2.2519151924585568e-05,0.0037245344611039604,-0.0008169060509531791,1.7836161393700685,0.00120233342185521,0.004409175801268674,0.0012930922397461281,-0.008330693102101544,-0.0005991009975718577,0.0028835557590312305
2025-07-01 14:00:00+00:00,-0.007657204626196971,-0.005171738541746686,-0.004169036317314703,-0.006259866219560561,-0.0085085454327697,-0.0031461035795715703,-0.003471139431919379,-0.010249251946057506,-0.009384374559204363,-0.0006024150030182739,-0.006850870539865501,-0.011872546146559384,-8.568453256025596e-05,-9.64511375594569e-05,-0.004625491050002864,-0.007290936848975709,-0.0011926044644808512,-0.002441884801161044,-0.00016945489257331415,-0.013008512057270855,-0.013511965536509176,-0.006556338134439941,0.0001905563760805924
