,ADA-USD,AVAX-USD,BCH-USD,BNB-USD,BTC-USD,CRO-USD,DOGE-USD,ETH-USD,HBAR-USD,LEO-USD,LINK-USD,LTC-USD,PYUSD-USD,RAIN-USD,SHIB-USD,SOL-USD,TON-USD,TRX-USD,WBT-USD,XLM-USD,XMR-USD,XRP-USD,ZEC-USD
2025-11-19 00:00:00+00:00,-0.001005871,0.001605779,-0.00885946,-0.000492305,-0.004683214,-0.007203075,-0.003609974,-0.004585834,0.003414975,0.000874982,-0.000368331,0.001791236,-0.000221462,0,-0.000900326,0.005090227,-0.008064096,-0.002021437,-0.001670183,-0.000192043,-0.019302553,-0.003032494,-0.023254808
2025-11-19 01:00:00+00:00,-0.004649035,-0.005810066,-0.021838702,0.001502734,-0.00343021,-0.015416459,-0.001779404,-0.003076364,-0.000931135,0.00225157,-0.008338069,-0.008461873,-0.00012193,0,-0.001721236,-0.010352567,0,-0.002568898,-0.003659955,-0.006980878,-9.92E-05,-0.003749175,-0.013831147
2025-11-19 02:00:00+00:00,0.007068838,0.010333559,6.71E-05,0.006031609,0.004111906,0.018537038,0.003375884,0.00689563,0.001773938,6.95E-05,-0.000383901,0.003162159,-9.47E-05,0,0.004884749,0.017762586,0,0.002526808,0.002764118,0.002612729,0.004169619,0.004698047,0.019081491
2025-11-19 03:00:00+00:00,-0.012241396,-0.014290371,-0.008939811,-0.005720169,-0.007305576,-0.019151859,-0.009588435,-0.011923758,-0.013248415,0.003318988,-0.011612069,-0.006815523,0.002085858,0,-0.011053763,-0.017386882,0,-0.001100945,-0.003974503,-0.008279743,-0.002114045,-0.010622731,-0.020682551
2025-11-19 04:00:00+00:00,-0.005713962,-0.006374604,-0.013324264,-0.007175927,-0.005184521,-0.01582353,-0.006227655,-0.005868929,-0.001449303,-0.001101262,-0.004815158,-0.006901812,-0.00080309,0,-0.005480815,-0.008920058,0,-0.002290618,-0.005945287,-0.004863723,-0.03847441,-0.007381178,0.001537254
2025-11-19 05:00:00+00:00,-0.023736995,-0.025426994,-0.008394424,-0.011795286,-0.01305983,-0.014727574,-0.018278406,-0.017738302,-0.016996474,0.000107159,-0.018410032,-0.013017362,-0.001234407,0,-0.016715989,-0.007941274,0,-0.010046058,-0.013430658,-0.016462338,-0.060464906,-0.017913253,-0.0211588
2025-11-19 06:00:00+00:00,0.012011332,0.013322859,0.009244108,0.009508094,0.007477568,0.007085904,0.006631395,0.010240808,0.008769672,0.001237262,0.00841187,0.010104653,4.88E-05,0,0.006303573,0.009298568,-0.023270442,0.00188832,0.005177146,0.007182973,0.008438358,0.006246892,0.001964969
2025-11-19 07:00:00+00:00,0.013840209,0.012122662,0.009156757,0.006496778,0.010279725,0.04199435,0.011317689,0.014605672,0.01497391,-0.025687467,0.01143082,0.007360333,0.000108157,0,0.009197034,0.011356242,0,0.005395488,0.009558956,0.012908807,0.001722771,0.009545585,0.019298516
2025-11-19 08:00:00+00:00,-0.003059886,0.001253202,-0.010041809,-0.005751624,-0.00467157,-0.009941649,-0.004717723,-0.000750038,-0.009368643,0.003422756,-0.004260405,-0.002152032,-5.38E-05,0,-0.001496378,-0.003787158,0,-0.000295051,-0.002824335,-0.00632073,0.0243971,-0.007099404,-0.000453106
2025-11-19 09:00:00+00:00,4.89E-05,-0.003508392,-0.002112655,-0.00284006,-0.000271085,-0.002697159,0.00015037,0.000653809,-0.003176744,0.00224881,0.003262808,-0.006805717,-5.80E-05,0,-0.000541107,-0.003057882,0,0.000856122,0.000872857,-0.003660306,0.01855045,-0.006991099,0.026612124
